,Value
1632,5.8
2195,13.9
124455,41.7
87839,38.0
2362,4.0
66784,38.7
119520,33.6
122389,68.3
109503,82.0
71832,32.5
89092,29.5
121031,59.2
78176,39.7
58045,8.9
53650,17.0
117278,75.3
79720,19.2
130760,26.2
54012,14.0
23440,45.0
14513,8.9
8763,26.2
62712,38.0
55966,9.5
107929,57.5
115411,14.5
47670,17.5
117499,57.7
71237,42.6
117458,56.0
33307,27.6
19629,33.0
51901,23.2
115536,62.0
61171,23.6
106084,31.9
117439,54.0
86170,18.9
119238,83.0
73936,52.0
72014,20.0
107267,15.5
19461,33.5
120846,45.0
66192,45.0
36490,31.3
119107,33.0
78346,37.2
64243,11.1
125141,80.5
26733,19.6
104725,43.2
46790,18.0
30462,26.0
126444,48.0
108274,46.7
97666,22.7
13475,14.1
136459,32.2
95254,32.3
61098,12.9
53809,12.0
115735,16.0
117679,48.2
127705,40.8
11864,13.0
71810,26.5
32990,27.0
117904,33.0
131429,67.4
59200,5.9
91362,34.4
131835,15.6
83970,32.0
73407,51.0
70421,18.0
50764,7.0
24969,18.8
114979,40.3
87857,36.0
15026,18.2
27999,14.0
136774,22.7
84400,26.0
28501,22.4
1713,5.0
26357,47.7
106534,39.0
39671,15.0
51913,27.0
77773,29.5
7432,9.0
60692,23.0
122295,76.7
56091,19.0
74585,44.1
110688,62.0
91676,36.0
18828,30.0
138695,22.3
83617,13.1
59122,26.5
53830,19.2
47947,11.8
35746,8.4
88752,41.8
33131,18.0
66220,45.0
38939,20.7
67580,22.5
5587,8.5
66075,35.5
62883,27.6
119763,85.8
64152,66.3
37888,27.0
8246,28.0
40464,39.7
55640,11.4
4145,14.0
17042,40.7
72651,44.2
22711,27.0
35962,24.1
138544,30.0
101685,52.0
40979,21.8
67675,32.9
11290,5.8
74948,36.7
77328,23.5
124152,72.0
22705,22.0
105373,5.0
2315,16.0
122180,40.0
110818,30.0
34928,29.0
39238,21.0
102969,25.0
56471,17.3
63621,14.6
71396,30.0
37261,36.5
56427,17.0
94970,35.0
126488,41.7
54304,10.9
3259,16.4
68995,32.7
114775,63.3
18008,24.1
4219,15.8
17,13.0
10836,8.9
8551,19.4
94747,33.7
72650,40.9
17029,42.3
71971,42.1
132908,34.7
58262,14.4
120299,67.0
132872,41.3
83886,21.1
116167,40.9
114155,41.0
37181,30.7
29992,20.0
36378,22.6
56486,17.2
64479,32.7
138108,47.3
56250,17.0
30232,19.2
107627,53.0
74,25.0
22207,31.0
14840,21.1
17716,27.3
44905,25.6
137950,36.0
57619,14.7
18863,37.0
10306,9.0
135857,33.0
6337,14.5
106003,38.0
9712,12.2
99034,24.0
62221,66.5
71152,44.6
84416,17.7
109866,62.9
32420,26.0
16244,18.6
39127,12.5
101981,35.0
24073,23.0
83122,37.2
79754,60.0
118429,30.0
119383,42.1
32720,21.5
137167,36.6
45842,29.0
42799,34.0
78376,38.0
23297,33.1
80607,36.5
74495,34.0
22589,30.0
1604,11.1
78716,40.8
137345,55.8
109385,21.0
28355,28.5
32304,16.0
132657,31.6
10234,13.0
79355,35.0
30788,22.0
62334,26.6
43143,33.6
116192,29.7
5213,19.1
88961,24.0
11553,12.2
8644,19.3
76592,37.6
804,9.8
127886,68.0
91286,35.8
16957,40.3
38930,26.9
47012,12.0
104085,48.0
101731,42.0
94765,29.1
16290,19.2
56873,11.8
11673,11.0
55505,16.7
134363,39.6
118656,50.0
50018,26.6
4314,4.0
45385,6.6
30220,22.0
46637,21.0
23338,17.0
52057,18.5
112240,72.0
81516,22.8
83165,32.0
115725,45.0
119473,33.0
8942,10.7
71790,29.5
50504,15.5
104628,32.0
18891,32.9
131115,20.4
103121,22.3
47901,18.0
4181,17.8
16887,45.0
130925,46.0
97561,27.9
90059,30.7
93375,26.8
128555,10.0
32321,17.8
93405,21.9
48445,17.2
22573,42.0
39943,34.0
66114,15.9
127513,27.0
43798,27.0
5297,11.0
98056,25.0
92442,29.8
50524,6.5
138803,55.0
90141,30.0
111768,30.5
35534,24.0
60042,13.1
6636,7.4
72768,34.5
137542,32.2
59546,20.0
110821,34.0
11394,14.3
48794,11.6
21597,18.0
58468,12.0
8241,32.0
65028,51.6
32088,32.0
30261,16.0
128820,20.0
25307,30.1
73138,28.5
26341,29.7
69654,36.9
123573,20.0
135966,33.0
124426,47.0
13560,10.4
39859,38.0
55959,12.0
59834,13.0
45219,19.4
131540,32.5
114748,72.9
63668,15.0
135441,28.0
31905,24.7
113987,64.0
26010,64.9
128042,19.0
47074,14.5
37173,31.5
56705,17.1
33704,34.9
24009,20.0
26795,22.3
55890,12.2
132802,39.0
21013,31.0
57400,14.0
104508,32.4
92791,33.5
131278,21.6
21001,18.0
107127,35.0
15121,10.1
46041,16.0
55333,12.0
24852,26.2
138580,42.4
35593,22.1
130010,48.0
34052,23.8
74386,41.0
22477,23.6
130370,47.5
54847,22.0
29768,23.0
38215,20.0
133657,87.7
87273,31.1
102961,18.6
81184,34.0
92066,48.0
43713,9.0
64715,53.0
42124,26.6
103411,21.5
114805,42.0
112907,60.1
96581,24.2
66982,57.4
14346,16.5
57367,13.8
114943,44.9
102812,28.9
69206,40.0
19437,26.0
50437,12.7
126979,20.0
91779,39.6
115336,48.0
130940,46.0
131387,48.0
18436,26.0
77375,22.6
122550,42.0
87629,27.0
68512,41.0
37372,14.4
74081,34.2
106213,36.0
64584,34.6
139080,24.6
130032,57.0
95515,37.6
19626,34.0
3675,10.7
12461,16.0
6775,16.2
136588,29.1
43306,10.0
133065,41.4
117723,23.1
85819,38.5
39145,31.5
40666,23.5
74825,37.0
58074,27.0
109763,26.6
48523,17.0
87643,31.3
71158,56.5
137905,58.0
120610,53.0
131792,54.8
81966,39.0
116969,52.0
47394,13.0
3732,18.5
121871,31.7
63202,28.0
23314,13.9
53209,20.2
43367,27.6
14250,9.0
130629,62.4
62228,51.6
65946,25.5
33086,30.0
4921,14.5
39405,22.5
1580,7.7
17021,30.8
12203,13.6
9546,10.6
92157,39.0
126303,45.0
74284,39.4
61282,10.8
12415,13.9
7807,26.6
4130,12.0
8839,29.2
89361,25.0
125797,40.0
89528,13.5
9878,14.0
110322,18.0
39230,16.9
129989,29.0
138765,43.9
20780,37.0
85461,32.4
57876,19.5
130039,50.0
82840,48.0
125504,22.7
39009,24.5
67988,29.2
88320,27.4
92451,32.0
14789,11.0
7610,17.1
124787,32.0
123585,31.6
88852,33.0
60949,16.0
100749,24.7
4812,12.1
33890,19.4
125516,20.0
124514,47.0
102311,26.0
133980,31.5
54439,30.1
114804,39.0
47907,16.2
28496,21.9
57727,15.5
12054,8.7
73333,56.0
9884,11.0
81190,44.0
111423,32.4
46696,8.8
47876,23.0
123280,37.5
12821,20.7
67682,26.0
129817,59.4
103396,16.9
67210,50.4
123303,37.3
14124,20.3
122124,65.0
137697,31.0
107296,16.8
15987,12.8
60168,26.8
78216,33.8
97274,31.0
3383,21.0
47890,10.5
67595,24.0
54499,28.3
104553,29.0
18368,37.0
111156,54.0
92724,24.1
25010,15.2
136558,35.0
49874,21.0
69094,32.0
2339,14.0
117167,52.6
26904,26.0
103288,15.5
68020,25.0
571,14.5
134053,40.0
106727,20.8
24874,18.9
39983,21.2
46415,19.5
18942,39.3
77317,38.1
99405,38.5
107435,35.0
59951,7.6
14481,8.9
80147,16.0
106883,22.9
10763,7.9
126636,33.0
97752,11.3
100044,27.0
6752,4.1
97693,19.7
128812,21.0
44703,8.0
91414,37.4
135489,47.6
133742,54.0
94891,30.0
133399,34.2
80611,38.1
119379,44.8
62159,55.6
89770,40.0
92893,29.8
28864,11.3
40399,22.1
127356,27.2
15110,8.1
66825,38.2
89031,21.3
33201,24.0
1159,14.0
137640,30.0
94969,36.0
33856,31.0
46596,23.8
49734,39.0
92834,31.7
60689,22.0
28380,22.1
27801,39.0
103263,20.2
107049,34.0
60876,18.0
139458,23.3
113699,50.0
78364,32.0
112716,45.1
17877,25.9
91067,37.0
67446,26.7
47391,13.0
13584,8.1
9599,7.7
133370,51.9
63992,43.0
25945,22.0
99908,34.0
107715,57.9
5132,13.0
5918,2.3
136802,53.9
10736,9.3
48568,21.1
135146,18.8
79667,34.5
66908,36.9
66873,40.0
74993,36.9
39184,25.0
133663,60.0
2250,19.9
136267,32.7
124800,32.4
64478,33.3
63209,26.2
2753,20.9
109744,40.5
52402,25.0
123010,43.8
129486,25.5
97708,20.3
36339,21.5
94914,38.0
68090,15.0
87862,38.0
58604,19.0
35676,24.0
67996,31.8
59017,13.8
65181,35.8
127891,67.0
37400,25.0
97098,28.8
10471,10.3
44866,19.7
54323,19.2
88108,30.3
42288,30.0
120402,85.3
66897,48.0
111353,51.0
57269,16.0
82082,14.9
117234,52.0
67176,36.0
58199,12.4
91246,35.0
128671,28.9
13863,9.5
118397,25.7
47367,11.0
7441,13.5
60945,14.0
23127,27.0
128758,65.8
33472,28.6
23434,44.0
10546,7.3
49729,21.4
90466,32.1
45132,25.5
114842,32.5
87908,27.2
55802,15.1
107644,65.0
122031,50.0
126924,30.9
54433,26.8
115127,44.9
114736,67.0
131709,42.0
110639,77.2
78408,44.0
112210,70.2
117432,32.0
39231,20.4
18790,34.0
12114,7.4
3535,14.3
132529,44.0
87483,41.0
127300,19.2
15280,13.5
96194,15.4
83319,27.3
117190,64.0
136193,17.0
75757,53.0
4051,20.5
47180,27.0
101712,44.0
18822,41.0
5479,7.7
55408,10.7
37382,22.5
84700,27.6
59302,18.0
12112,6.9
134036,41.0
38762,16.8
82846,50.3
15657,11.8
95436,29.4
108245,34.6
65450,32.0
22726,20.0
85516,46.0
34870,25.0
123646,29.2
26197,40.4
134778,20.2
85830,49.4
37265,34.0
30222,11.5
88574,34.8
6702,12.2
73718,35.0
9413,11.0
45941,25.0
15079,17.1
79028,43.0
101971,32.6
135776,44.0
754,12.7
65683,44.0
74484,35.2
17852,24.4
39048,25.5
22381,21.0
23757,36.0
17892,34.0
80406,55.0
102451,31.0
104446,24.6
14541,16.7
41618,33.0
18508,21.0
60500,12.1
114234,47.6
56825,15.8
120577,78.0
44297,9.0
101326,16.2
54782,19.0
2179,18.0
20849,43.3
35804,19.0
77579,25.5
92174,48.2
24184,22.0
93818,17.6
107807,17.0
126685,28.9
123470,39.1
35194,16.7
54475,16.7
74520,49.5
126183,36.0
119679,33.9
37395,24.3
7666,16.0
105018,12.2
52435,18.0
117409,43.0
93727,16.1
104279,31.0
75221,56.8
135230,25.8
120733,41.0
31976,24.6
16300,15.9
109883,59.3
13419,14.3
70416,78.3
116115,17.4
33189,33.0
84541,75.1
95252,34.0
5400,8.0
133678,45.0
62053,77.0
110139,57.0
20921,39.2
53749,24.0
47726,15.7
97579,22.8
40028,37.5
128179,35.0
80458,55.0
21228,33.3
123924,70.0
128690,27.2
61277,13.9
137939,41.0
29112,26.2
117177,84.7
69845,46.0
114618,59.0
100572,36.4
78179,39.8
36473,32.0
109739,38.7
105280,8.3
128787,25.0
76934,38.3
117948,25.6
128448,24.9
1336,10.0
112796,54.2
1627,9.1
79536,29.0
34642,23.0
22958,23.1
39133,12.0
43152,29.7
99398,27.0
7169,13.0
124437,56.0
90852,39.9
101983,39.0
132986,35.3
68257,70.9
64515,39.1
130247,41.8
12522,15.0
3248,15.3
135601,25.0
14745,19.0
68932,34.7
10709,16.2
96960,27.0
19210,41.6
98447,29.0
25200,27.0
76950,40.9
26582,31.4
51204,28.0
54936,19.0
69086,28.0
6930,10.0
67315,29.2
23516,26.0
1601,11.1
8522,13.0
90006,27.8
99444,48.8
127278,10.0
48463,28.0
58087,11.5
95245,33.7
23176,27.6
118669,51.0
2503,11.6
50074,12.0
61810,88.0
128581,56.0
89820,54.7
118952,80.8
95805,21.1
117253,74.0
29060,36.1
69711,40.0
69477,23.1
18190,18.4
19699,20.1
121870,40.6
66568,68.0
114763,53.3
3155,16.0
88673,18.8
96424,33.8
38841,27.4
104222,31.0
32890,30.2
20747,40.0
42110,19.6
86312,40.5
105260,16.6
87709,29.8
91271,38.0
137333,30.8
129429,34.7
129964,36.5
100600,34.8
23093,31.8
60203,23.1
60851,18.6
53082,19.1
90075,32.7
118350,35.0
118908,60.0
42336,22.0
61606,13.0
119359,51.3
127755,70.0
92533,27.0
1289,9.0
129113,33.3
107709,72.0
100079,33.0
3189,20.5
84321,33.0
1507,12.6
24751,27.0
45872,20.0
80154,35.5
24915,26.5
110708,58.0
27052,19.0
131302,25.3
125313,43.0
20809,40.0
109135,72.0
80060,43.0
113452,50.6
14386,8.3
125468,32.9
85687,36.8
111502,80.0
53755,25.0
116791,24.0
36440,21.0
100053,24.0
139586,41.0
112047,47.0
39947,38.0
46362,18.0
30051,24.7
6661,10.0
24494,22.0
100416,33.9
101644,17.0
118927,59.0
119086,45.0
98989,45.0
134979,23.1
11768,11.0
99370,24.0
32198,22.6
69788,27.8
104738,37.0
88492,33.0
132394,26.1
106540,34.0
57893,9.2
78206,34.1
63112,26.2
53973,19.0
100220,43.6
100448,24.0
107131,26.0
57254,18.0
17599,36.2
124974,19.9
59939,13.0
39451,17.0
1837,10.7
4775,7.3
4534,4.9
55622,26.0
132647,42.1
62180,74.5
58895,19.5
79502,34.0
51222,18.0
82328,27.6
118363,26.2
20662,25.3
62077,69.0
55970,20.0
124995,28.3
24545,17.0
2280,12.0
99945,22.0
108680,37.0
50500,16.6
111350,53.0
118947,75.8
88820,21.0
61167,16.4
99550,37.0
59589,23.0
134691,35.9
86000,33.2
44311,26.0
71091,62.4
62123,62.0
4162,17.0
79244,28.0
70378,25.7
37116,41.6
126147,34.0
62914,28.1
89815,54.7
108364,40.5
63128,22.5
102168,38.0
3318,9.0
97626,22.2
109613,50.8
56147,17.0
105755,20.0
126512,35.0
77714,34.0
102475,26.0
46077,25.0
116174,47.1
102859,32.0
71975,40.2
128100,25.0
6199,19.0
20965,21.0
90187,38.0
113975,62.0
104293,40.0
123979,45.2
109882,71.1
129915,37.6
38457,33.2
27155,15.1
99050,26.2
132362,39.5
117076,35.5
116810,24.2
3103,25.0
105393,8.0
108209,38.4
15873,13.1
99461,26.3
59056,15.4
59984,14.0
68897,26.0
60414,14.6
111845,24.3
107882,45.0
105164,35.0
53801,29.0
24601,17.8
122944,66.3
52558,19.0
125882,98.2
58640,14.0
108651,27.1
96472,29.5
95623,24.0
74403,49.0
4194,16.8
7266,18.4
47127,20.9
106654,31.6
21733,23.7
69458,27.4
41667,27.6
101955,38.0
26566,25.4
77969,43.6
59674,26.7
16953,42.0
102435,40.0
90614,36.1
10292,16.0
51713,17.6
54935,19.0
57489,13.0
60786,24.4
135172,42.9
37770,25.0
139492,22.4
64749,38.9
2324,4.0
97259,26.9
3282,10.0
8864,17.1
46467,7.4
65119,34.0
89819,51.8
137207,31.3
69532,27.4
25559,27.0
92352,30.7
28515,21.8
84940,29.0
18805,41.0
128232,38.0
124132,64.0
5546,9.2
5570,13.7
566,20.9
2856,17.3
31815,41.2
3507,13.0
76633,55.0
15082,10.1
125418,27.7
134573,59.0
39508,20.6
120920,65.0
37909,23.5
91072,35.0
64163,48.6
31203,36.0
122166,28.5
13658,12.7
2675,16.6
828,8.7
136124,32.6
18249,23.9
8597,18.4
138327,37.6
107181,21.7
20995,18.0
66707,40.0
105913,60.7
26997,24.9
129969,40.1
119475,32.0
96985,34.0
54090,29.9
6983,2.9
132270,33.7
88599,41.5
759,13.5
41615,25.0
33762,32.0
120761,45.0
56264,14.0
14549,22.0
96246,13.0
5272,14.8
28716,21.3
139304,27.0
101947,36.0
28715,20.0
24502,28.0
129220,55.0
11312,16.3
19077,21.0
72284,28.2
54379,15.2
6758,4.2
110272,14.0
114772,65.0
81318,24.0
36486,33.2
80098,40.0
2560,10.8
103248,33.0
99369,25.0
69034,30.8
54270,14.8
80146,21.5
15066,16.1
46462,13.3
43076,34.0
110141,62.0
108473,20.0
17289,31.3
68021,27.2
23301,29.8
43224,21.0
109384,23.0
47835,12.5
2700,4.5
56754,26.2
85279,45.8
101233,25.5
133074,33.5
65703,47.0
138217,40.2
40039,36.7
60959,7.0
58479,9.7
42276,16.0
45206,30.7
139414,17.5
38093,33.6
57205,20.0
136460,42.4
62199,49.7
111485,77.5
8555,23.3
134648,49.4
98492,29.0
20950,24.0
109119,61.7
92130,39.0
84410,15.0
23561,27.0
74070,34.4
65073,22.1
28348,31.2
107151,18.3
118449,26.0
19311,33.4
126235,40.0
112752,52.7
56109,19.0
49948,20.7
19674,31.0
53094,16.5
118607,13.0
76957,31.0
15064,9.2
56817,23.7
32063,30.0
58026,7.5
84736,29.2
57214,21.0
111608,46.9
56589,12.3
7529,15.3
39416,21.0
130775,53.0
89724,45.0
58047,9.3
110701,60.0
68299,47.1
8197,20.0
42259,11.4
57486,17.0
124590,32.7
15278,12.9
3488,13.5
130641,61.6
15315,7.9
131920,41.6
67734,26.8
65138,30.5
132701,26.2
53879,19.2
44593,21.1
607,12.3
56267,17.0
43044,34.0
60735,17.0
75025,26.7
85421,39.6
75961,38.1
86915,34.5
123962,35.5
25729,30.0
58508,15.1
53189,10.0
133121,23.6
12076,12.1
44407,29.7
136217,14.3
23483,20.1
99371,24.0
138263,32.0
52133,14.2
109344,43.0
1842,13.7
1717,18.1
126256,40.0
43295,26.0
111550,35.3
10480,9.1
77353,35.6
37900,24.0
7906,13.9
106739,25.0
114758,76.1
106025,39.0
87716,29.8
139354,26.3
82465,41.0
83834,36.0
90361,35.0
61144,23.0
61161,13.9
4974,12.5
111134,42.4
76564,36.8
87441,40.0
129418,45.9
36594,32.0
50287,19.1
60285,9.2
100878,27.0
38419,16.0
23113,30.6
112785,46.2
78235,26.7
116302,22.9
123572,30.0
39969,27.3
15302,14.8
13693,9.7
105230,35.0
62106,54.0
33560,23.4
127302,45.2
108177,28.3
66558,55.0
38218,23.5
113711,43.0
56068,24.0
53126,24.0
85503,36.0
11994,18.2
9949,19.0
108731,40.0
10081,11.0
114144,40.0
130233,40.7
136105,28.5
105151,28.9
43699,16.3
31973,27.1
73878,47.6
35291,21.5
59774,9.0
63970,48.0
73992,38.0
68001,39.7
36615,32.0
115504,97.6
77456,42.0
7569,14.6
47753,13.0
99707,34.0
76864,42.4
104123,46.0
55603,20.0
57255,24.0
32361,16.0
3263,21.5
113455,26.4
118652,56.0
108985,60.0
64266,45.0
81507,30.4
81669,32.9
90650,37.1
40100,16.0
20789,38.0
38393,26.0
95666,34.9
15010,17.2
123599,37.8
66504,70.0
121790,40.0
93601,33.0
53956,21.0
113225,50.3
95266,28.4
8078,17.0
55594,30.1
14952,14.7
19068,16.0
40140,9.0
108105,43.4
5141,6.0
2084,16.0
103538,32.0
69507,27.5
78195,39.5
94295,38.5
12909,21.2
19530,27.8
10590,7.5
60514,15.4
35430,21.1
8670,5.0
6206,10.0
60423,7.3
138637,30.1
134697,50.1
121164,34.7
69621,41.9
14852,8.0
99680,38.0
95148,25.9
138774,48.7
78157,42.3
138505,34.0
46020,19.0
105284,15.5
98164,40.7
97075,31.9
112233,98.5
68080,22.9
104025,74.8
33720,20.6
110284,42.0
11422,12.1
47184,20.0
80713,20.8
12212,10.3
23693,26.0
55398,11.7
93306,28.0
93865,50.9
87508,37.0
29745,25.0
37340,23.1
80479,49.5
88322,32.4
30534,30.6
11563,11.2
108804,33.0
38910,26.4
135118,27.5
55530,11.5
252,16.6
122437,50.8
18383,28.0
116089,21.3
129904,35.0
47828,14.5
11489,10.0
705,17.2
56645,12.5
40417,20.7
88713,30.3
26661,26.7
94246,61.0
118236,40.3
48715,25.0
57285,16.0
3991,9.5
71814,30.1
88474,31.2
50028,8.0
133730,48.0
6422,15.0
50333,15.3
116737,13.5
42431,13.0
51765,18.6
17146,27.0
28148,28.8
29791,19.0
46597,24.4
34859,25.0
32872,47.9
8313,24.0
13929,9.5
62365,39.0
116426,40.0
108430,58.2
40757,17.9
4087,14.0
51745,13.1
778,22.6
118649,63.0
29764,19.0
116016,44.9
55348,15.5
47059,16.0
94083,34.8
61347,24.6
79448,24.0
40820,15.9
84073,26.7
136006,31.9
114373,65.1
132288,24.3
32438,22.0
18170,11.5
49847,26.0
138990,68.1
82753,52.0
16731,36.4
47686,19.8
99067,50.0
18786,38.0
35618,20.1
67974,40.0
31956,21.5
50977,18.0
41789,6.0
113153,36.0
49285,12.0
50123,8.0
38230,27.2
51183,21.5
1920,13.5
104587,40.0
1584,10.5
22105,27.8
15265,12.7
132881,25.0
33207,23.0
93873,8.4
22576,41.0
7225,16.0
81620,30.0
104913,48.0
49880,27.0
75223,46.7
139709,31.0
89142,38.5
17419,31.0
114116,32.0
77206,28.0
113155,38.0
7966,17.8
23378,20.5
69162,24.0
54854,26.0
10391,17.5
94732,30.9
10449,12.7
12064,7.3
123304,45.0
69892,39.7
27557,33.0
68674,79.7
28426,30.0
138248,33.0
90862,53.9
27006,22.7
32941,37.0
6451,17.6
94936,32.0
19872,26.7
29264,48.0
138971,57.3
58560,7.6
10082,12.0
125707,41.3
97697,12.7
83063,37.2
120777,43.0
47751,12.5
95405,28.0
119513,35.5
135992,37.0
107805,17.0
109011,21.0
6561,8.2
28540,23.1
3688,1.5
128016,21.0
95727,37.6
7874,12.1
35652,13.7
106668,28.0
58444,9.0
138160,46.7
88801,23.6
11203,10.8
52056,12.9
69057,30.0
19697,40.0
119344,47.2
124671,58.1
91222,38.0
82463,36.0
104084,49.0
74296,44.5
69456,30.0
23985,28.0
125940,39.0
113371,50.0
90615,34.1
73087,50.0
37389,26.7
126055,32.0
36545,19.9
110468,44.0
99682,24.0
111840,18.2
11040,17.0
93425,68.0
82740,54.6
1679,13.8
87416,38.0
54910,18.0
131847,23.7
821,11.9
4299,16.0
42565,16.0
121841,34.8
81151,48.1
112432,25.0
127267,35.0
41816,7.0
6124,6.5
110210,19.0
91691,19.8
113039,57.1
96984,30.0
120185,24.0
22487,24.6
94799,32.0
50092,17.0
129294,65.0
41817,14.0
19209,30.0
40420,40.3
4875,5.0
65012,51.5
38880,20.0
105269,29.0
19723,31.0
86112,40.0
75780,59.0
9163,26.0
449,11.0
67256,36.3
48622,18.3
112169,47.0
75950,43.7
113069,63.1
38712,26.1
131329,32.4
64695,28.0
26035,41.0
92439,23.7
118725,25.5
116634,45.0
19020,33.0
69076,26.0
70323,26.7
54116,24.6
108169,24.1
21379,33.2
47896,13.3
19273,24.0
8865,15.0
81346,35.9
8902,20.7
47031,26.0
94489,49.0
114096,65.0
84468,22.7
98387,34.4
121277,110.0
13807,24.7
9922,12.2
116777,23.1
30447,22.0
39457,19.5
52491,27.6
64469,22.7
76853,54.5
43332,30.7
51743,25.5
35773,7.5
71620,53.9
95988,33.8
78368,31.0
17772,30.0
28690,22.0
38272,24.7
116705,29.0
94,16.0
126569,30.5
101535,21.0
118099,39.5
33359,29.3
73623,35.4
115630,71.7
68041,26.7
100950,16.8
72605,26.7
95733,46.3
5780,21.5
53742,16.0
43566,24.2
63236,32.6
67903,34.0
123444,39.8
119042,39.0
94771,28.8
19485,27.2
49400,11.0
34648,28.0
50889,10.3
101929,37.0
64559,37.1
48051,11.7
59414,11.9
288,17.0
81334,34.8
4316,5.0
134330,26.8
7310,11.2
64414,51.8
123284,35.0
49236,21.4
69039,27.6
20843,35.0
61193,20.4
139293,39.0
279,18.0
92137,38.0
87564,33.6
116647,42.0
39931,33.0
98707,16.9
134357,51.1
129920,43.5
24782,24.0
21063,37.6
122306,65.0
86043,55.9
132359,60.4
135429,34.9
129665,56.0
95774,19.9
97251,18.3
92325,37.0
78269,23.0
124154,55.1
127756,56.7
14348,10.1
138279,43.0
73368,52.0
51720,22.2
89497,37.0
83486,31.0
16628,20.1
122111,49.0
131100,25.0
116378,66.8
34616,30.7
47225,20.0
121409,24.1
123266,35.0
59045,22.9
97370,21.0
74772,27.5
92426,23.1
9956,9.0
60133,15.4
64739,40.0
106011,33.0
87203,19.0
4102,19.0
122617,45.0
89453,33.9
1607,13.3
52403,20.0
64387,48.8
10107,16.0
1823,12.2
51450,17.0
120803,32.0
3804,10.5
72249,29.8
22698,49.7
67244,38.6
55045,15.0
20441,45.0
17971,26.8
62219,50.6
123525,45.5
68026,16.7
74919,37.7
89488,69.0
3179,22.0
29431,23.5
118634,82.3
96089,19.6
127973,27.6
2497,14.3
95607,25.4
19754,25.5
136978,58.0
38743,8.4
35550,24.0
2282,18.0
48636,17.7
99563,37.0
130427,25.5
111482,75.6
19905,28.9
24974,22.4
3244,16.4
25263,31.0
92432,26.8
95207,28.8
32153,34.4
47596,20.0
21474,26.5
18095,33.0
58914,17.8
64658,43.0
110326,24.0
87779,31.0
46925,23.0
88208,28.0
67373,39.0
83863,21.3
67755,43.0
100921,24.6
11752,27.0
46743,9.8
39652,4.5
14135,22.6
125521,34.0
108390,32.0
10484,12.6
98076,17.0
58488,9.0
19304,38.3
321,9.0
119710,46.2
18949,32.0
108678,43.0
109661,14.3
45869,18.0
123489,40.0
111994,43.0
4756,18.5
124663,50.8
130398,27.8
93358,26.0
38676,22.2
68524,30.5
104330,24.1
85967,33.8
119043,38.0
97658,33.0
28683,25.0
75853,45.0
15367,4.9
27903,25.0
66920,32.5
9400,13.0
12988,15.8
128399,33.3
11483,10.7
106019,40.0
47611,15.1
35442,25.4
36984,29.7
103361,22.7
575,12.8
136452,38.3
80170,14.5
111973,64.1
63212,32.9
53805,14.0
57704,9.6
4868,9.2
26924,30.0
60980,22.0
42834,16.0
65940,20.3
45184,23.8
3045,6.0
78392,38.0
6408,9.0
95322,32.8
14975,10.8
70602,39.5
14839,15.5
88614,26.7
12617,14.0
88913,30.0
73641,34.7
20469,26.0
107954,70.4
117418,41.0
52032,14.0
29262,23.0
53272,21.5
125177,56.0
63289,38.0
97642,22.1
38714,20.9
37590,22.9
133510,60.0
41684,39.7
61763,45.0
6898,7.0
52035,18.1
115279,61.0
95978,15.1
52152,15.0
106535,31.0
115776,16.0
100459,30.0
11085,18.0
92242,28.6
17552,34.4
129658,70.0
139645,41.3
9208,20.0
117758,24.8
9895,11.0
95387,31.4
38368,14.0
78928,35.4
117787,27.9
123416,35.6
110676,89.0
139335,30.0
118335,37.5
5721,2.7
86715,15.0
11626,13.9
120709,34.8
57470,7.0
121821,23.3
64664,59.0
52704,20.0
14864,13.4
28451,24.2
137078,30.6
114189,63.0
9620,11.6
122462,39.3
90822,23.8
58921,15.2
42587,16.2
88179,33.6
125411,27.8
22120,23.0
124647,54.7
115257,45.6
73496,38.5
44528,26.0
50701,28.5
28163,21.0
60014,9.7
38391,31.0
67472,47.0
66926,35.7
64591,28.1
120175,19.0
18137,14.4
76674,80.0
108233,43.9
127009,18.5
107909,54.0
95998,25.0
108530,27.5
133402,45.0
60270,8.4
4159,17.0
109735,35.9
4857,11.3
83270,31.2
93591,35.0
93476,30.0
63033,22.0
75128,47.0
73299,60.0
122514,50.0
36617,31.0
135320,58.0
84050,33.3
71972,51.7
56117,20.0
111276,40.4
9931,11.9
110841,37.0
84012,32.5
60233,19.4
62092,72.0
31206,34.0
113923,87.0
25768,28.0
40157,21.0
60852,17.9
50356,16.2
94944,24.0
7350,13.0
68151,28.6
82306,40.7
22294,19.0
137225,29.7
127484,36.0
100592,26.0
137187,27.6
121494,31.6
81110,34.6
43334,31.3
54513,10.0
24628,29.0
19335,33.5
18674,29.8
73336,57.0
87781,33.0
134707,49.8
41749,33.0
130758,18.5
76596,43.3
97176,29.2
10797,11.6
43773,29.3
78277,28.5
86032,35.9
138682,34.4
95139,30.8
6115,4.5
10461,11.3
50485,7.4
122148,20.0
130410,23.2
71266,33.8
132581,26.8
30972,25.0
51652,21.3
86645,40.0
44906,29.4
82037,21.5
73311,65.0
25518,25.0
78098,47.1
69661,70.0
67019,40.0
49510,9.0
69952,23.5
121406,23.0
52488,34.6
120018,43.0
53081,16.4
109476,71.4
17030,34.5
134646,37.6
33127,18.0
104909,49.0
71146,48.6
107788,32.0
